               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.053949,            0.022832,                   0,             0.70769,                 0.8,             0.84681,             0.34203,            0.050015,            0.014149,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.052409,            0.028653,                   0,             0.70769,                 0.8,             0.84681,             0.34203,            0.050015,            0.014149,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.055041,             0.02201,                   0,             0.61415,                 0.8,             0.71334,             0.27974,            0.052518,            0.013985,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.054148,            0.018768,                   0,             0.61415,                 0.8,             0.71334,             0.27974,            0.052518,            0.013985,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.049073,              0.0236,                   0,             0.76241,                 0.8,             0.78125,             0.42129,             0.04812,            0.013664,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.046924,            0.020479,                   0,             0.76241,                 0.8,             0.78125,             0.42129,             0.04812,            0.013664,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.046281,            0.019481,                   0,             0.64087,                 0.8,             0.76167,             0.28315,            0.053627,             0.01339,                   0,            0.003565,            0.003565,            0.003565
                  67,             0.05396,            0.018974,                   0,             0.64087,                 0.8,             0.76167,             0.28315,            0.053627,             0.01339,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.052392,            0.024985,                   0,             0.76996,                 0.8,             0.79809,             0.38085,            0.047732,            0.013012,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.043952,            0.018549,                   0,             0.76996,                 0.8,             0.79809,             0.38085,            0.047732,            0.013012,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.053517,            0.020726,                   0,             0.47591,                 0.8,             0.60103,             0.25297,            0.051564,            0.012859,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.050746,            0.022224,                   0,             0.47591,                 0.8,             0.60103,             0.25297,            0.051564,            0.012859,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.046898,            0.020263,                   0,              0.7238,             0.78727,             0.80956,             0.42463,            0.046178,            0.012552,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.048097,            0.021455,                   0,              0.7238,             0.78727,             0.80956,             0.42463,            0.046178,            0.012552,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.041346,            0.020036,                   0,             0.64383,                 0.8,             0.81056,             0.42545,            0.043183,            0.012573,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.045833,            0.021161,                   0,             0.64383,                 0.8,             0.81056,             0.42545,            0.043183,            0.012573,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.046334,            0.021199,                   0,             0.78515,                 0.7,             0.86692,             0.45512,            0.043904,            0.012522,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.044946,            0.025139,                   0,             0.78515,                 0.7,             0.86692,             0.45512,            0.043904,            0.012522,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.044475,            0.017121,                   0,              0.8851,             0.77273,             0.86747,             0.46151,            0.039661,            0.012434,                   0,            0.002377,            0.002377,            0.002377
                  79,             0.04297,            0.020187,                   0,              0.8851,             0.77273,             0.86747,             0.46151,            0.039661,            0.012434,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.045699,            0.027282,                   0,             0.88863,             0.79815,              0.8502,             0.40197,            0.047728,            0.012259,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.044273,            0.019801,                   0,             0.88863,             0.79815,              0.8502,             0.40197,            0.047728,            0.012259,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.046743,            0.020335,                   0,             0.74838,             0.89289,             0.90056,             0.50851,            0.038469,            0.012236,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.038921,            0.016346,                   0,             0.74838,             0.89289,             0.90056,             0.50851,            0.038469,            0.012236,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.044566,            0.018095,                   0,             0.98558,                 0.9,             0.95382,             0.48412,            0.041086,            0.012102,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.043077,            0.019439,                   0,             0.98558,                 0.9,             0.95382,             0.48412,            0.041086,            0.012102,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.048218,            0.019133,                   0,             0.97962,                 0.9,             0.95056,             0.49025,             0.03837,            0.012228,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.041132,            0.018618,                   0,             0.97962,                 0.9,             0.95056,             0.49025,             0.03837,            0.012228,                   0,            0.001486,            0.001486,            0.001486
                  88,             0.04261,            0.021227,                   0,             0.81229,                 0.8,             0.93237,             0.45424,            0.044164,            0.012072,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.044302,            0.022061,                   0,             0.81229,                 0.8,             0.93237,             0.45424,            0.044164,            0.012072,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.039726,             0.01632,                   0,             0.87406,                 0.9,             0.95167,             0.49105,            0.039401,            0.012049,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.044111,            0.018829,                   0,             0.87406,                 0.9,             0.95167,             0.49105,            0.039401,            0.012049,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.042903,            0.016233,                   0,             0.87642,                 0.9,             0.95167,             0.49176,            0.038555,            0.011984,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.038302,            0.018169,                   0,             0.87642,                 0.9,             0.95167,             0.49176,            0.038555,            0.011984,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.037939,            0.020956,                   0,             0.90915,                 0.9,              0.9575,             0.50541,            0.035043,            0.011936,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.038432,            0.020003,                   0,             0.90915,                 0.9,              0.9575,             0.50541,            0.035043,            0.011936,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.028491,            0.014783,                   0,             0.87735,                 0.9,              0.9475,             0.48314,            0.037135,            0.011841,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.037092,            0.015788,                   0,             0.87735,                 0.9,              0.9475,             0.48314,            0.037135,            0.011841,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.038031,            0.020085,                   0,             0.87819,                 0.9,             0.95167,             0.48959,            0.037538,            0.011772,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.039643,            0.025085,                   0,             0.87819,                 0.9,             0.95167,             0.48959,            0.037538,            0.011772,                   0,            0.000298,            0.000298,            0.000298
